date,source,series_key,raw_value,value
2006-09-19,banxico,cetes_28d,7.0500,7.05
2006-09-26,banxico,cetes_28d,7.0500,7.05
2006-10-03,banxico,cetes_28d,7.0500,7.05
2006-10-10,banxico,cetes_28d,7.0600,7.06
2006-10-17,banxico,cetes_28d,7.0500,7.05
2006-10-24,banxico,cetes_28d,7.0400,7.04
2006-10-30,banxico,cetes_28d,7.0400,7.04
2006-11-07,banxico,cetes_28d,7.0400,7.04
2006-11-14,banxico,cetes_28d,7.0400,7.04
2006-11-21,banxico,cetes_28d,7.0400,7.04
2006-11-28,banxico,cetes_28d,7.0500,7.05
2006-12-05,banxico,cetes_28d,7.0400,7.04
2006-12-11,banxico,cetes_28d,7.0300,7.03
2006-12-19,banxico,cetes_28d,7.0500,7.05
2006-12-26,banxico,cetes_28d,7.0200,7.02
2007-01-02,banxico,cetes_28d,7.0100,7.01
2007-01-09,banxico,cetes_28d,7.0200,7.02
2007-01-16,banxico,cetes_28d,7.0500,7.05
2007-01-23,banxico,cetes_28d,7.0600,7.06
2007-01-30,banxico,cetes_28d,7.0500,7.05
2007-02-06,banxico,cetes_28d,7.0500,7.05
2007-02-13,banxico,cetes_28d,7.0300,7.03
2007-02-20,banxico,cetes_28d,7.0300,7.03
2007-02-27,banxico,cetes_28d,7.0500,7.05
2007-03-06,banxico,cetes_28d,7.0500,7.05
2007-03-13,banxico,cetes_28d,7.0500,7.05
2007-03-20,banxico,cetes_28d,7.0400,7.04
2007-03-27,banxico,cetes_28d,7.0300,7.03
2007-04-02,banxico,cetes_28d,7.0200,7.02
2007-04-10,banxico,cetes_28d,7.0000,7.0
2007-04-17,banxico,cetes_28d,7.0000,7.0
2007-04-24,banxico,cetes_28d,7.0000,7.0
2007-04-30,banxico,cetes_28d,7.2500,7.25
2007-05-08,banxico,cetes_28d,7.2400,7.24
2007-05-15,banxico,cetes_28d,7.2300,7.23
2007-05-22,banxico,cetes_28d,7.2400,7.24
2007-05-29,banxico,cetes_28d,7.2200,7.22
2007-06-05,banxico,cetes_28d,7.2100,7.21
2007-06-12,banxico,cetes_28d,7.2000,7.2
2007-06-19,banxico,cetes_28d,7.1800,7.18
2007-06-26,banxico,cetes_28d,7.1900,7.19
2007-07-03,banxico,cetes_28d,7.1800,7.18
2007-07-10,banxico,cetes_28d,7.1800,7.18
2007-07-17,banxico,cetes_28d,7.1900,7.19
2007-07-24,banxico,cetes_28d,7.1900,7.19
2007-07-31,banxico,cetes_28d,7.1900,7.19
2007-08-07,banxico,cetes_28d,7.1900,7.19
2007-08-14,banxico,cetes_28d,7.2100,7.21
2007-08-21,banxico,cetes_28d,7.2000,7.2
2007-08-28,banxico,cetes_28d,7.2300,7.23
2007-09-04,banxico,cetes_28d,7.2100,7.21
2007-09-11,banxico,cetes_28d,7.2000,7.2
2007-09-18,banxico,cetes_28d,7.2200,7.22
2007-09-25,banxico,cetes_28d,7.1900,7.19
2007-10-02,banxico,cetes_28d,7.1900,7.19
2007-10-09,banxico,cetes_28d,7.2100,7.21
2007-10-16,banxico,cetes_28d,7.2000,7.2
2007-10-23,banxico,cetes_28d,7.2000,7.2
2007-10-30,banxico,cetes_28d,7.4500,7.45
2007-11-06,banxico,cetes_28d,7.4300,7.43
2007-11-13,banxico,cetes_28d,7.4100,7.41
2007-11-20,banxico,cetes_28d,7.4600,7.46
2007-11-27,banxico,cetes_28d,7.4400,7.44
2007-12-04,banxico,cetes_28d,7.4400,7.44
2007-12-10,banxico,cetes_28d,7.4300,7.43
2007-12-18,banxico,cetes_28d,7.4400,7.44
2007-12-24,banxico,cetes_28d,7.4400,7.44
2007-12-31,banxico,cetes_28d,7.4300,7.43
2008-01-08,banxico,cetes_28d,7.4200,7.42
2008-01-15,banxico,cetes_28d,7.4100,7.41
2008-01-22,banxico,cetes_28d,7.3900,7.39
2008-01-29,banxico,cetes_28d,7.4300,7.43
2008-02-05,banxico,cetes_28d,7.4200,7.42
2008-02-12,banxico,cetes_28d,7.4400,7.44
2008-02-19,banxico,cetes_28d,7.4300,7.43
2008-02-26,banxico,cetes_28d,7.4200,7.42
2008-03-04,banxico,cetes_28d,7.4200,7.42
2008-03-11,banxico,cetes_28d,7.4500,7.45
2008-03-14,banxico,cetes_28d,7.4300,7.43
2008-03-25,banxico,cetes_28d,7.4300,7.43
2008-04-01,banxico,cetes_28d,7.4400,7.44
2008-04-08,banxico,cetes_28d,7.4600,7.46
2008-04-15,banxico,cetes_28d,7.4400,7.44
2008-04-22,banxico,cetes_28d,7.4400,7.44
2008-04-28,banxico,cetes_28d,7.4300,7.43
2008-05-06,banxico,cetes_28d,7.4300,7.43
2008-05-13,banxico,cetes_28d,7.4400,7.44
2008-05-20,banxico,cetes_28d,7.4400,7.44
2008-05-27,banxico,cetes_28d,7.4400,7.44
2008-06-03,banxico,cetes_28d,7.4500,7.45
2008-06-10,banxico,cetes_28d,7.4700,7.47
2008-06-17,banxico,cetes_28d,7.5600,7.56
2008-06-24,banxico,cetes_28d,7.7400,7.74
2008-07-01,banxico,cetes_28d,7.7500,7.75
2008-07-08,banxico,cetes_28d,7.7600,7.76
2008-07-15,banxico,cetes_28d,8.0200,8.02
2008-07-22,banxico,cetes_28d,8.0100,8.01
2008-07-29,banxico,cetes_28d,8.0900,8.09
2008-08-05,banxico,cetes_28d,8.1100,8.11
2008-08-12,banxico,cetes_28d,8.1800,8.18
2008-08-19,banxico,cetes_28d,8.2100,8.21
2008-08-26,banxico,cetes_28d,8.2100,8.21
2008-09-02,banxico,cetes_28d,8.1800,8.18
2008-09-09,banxico,cetes_28d,8.1700,8.17
2008-09-15,banxico,cetes_28d,8.1600,8.16
2008-09-23,banxico,cetes_28d,8.1500,8.15
2008-09-30,banxico,cetes_28d,8.1200,8.12
2008-10-07,banxico,cetes_28d,7.9900,7.99
2008-10-14,banxico,cetes_28d,7.8000,7.8
2008-10-21,banxico,cetes_28d,7.5800,7.58
2008-10-28,banxico,cetes_28d,7.2200,7.22
2008-11-04,banxico,cetes_28d,7.1000,7.1
2008-11-11,banxico,cetes_28d,7.0800,7.08
2008-11-18,banxico,cetes_28d,7.7200,7.72
2008-11-25,banxico,cetes_28d,7.8200,7.82
2008-12-02,banxico,cetes_28d,8.0300,8.03
2008-12-09,banxico,cetes_28d,8.0400,8.04
2008-12-16,banxico,cetes_28d,8.0300,8.03
2008-12-22,banxico,cetes_28d,8.0100,8.01
2008-12-29,banxico,cetes_28d,7.9700,7.97
2009-01-06,banxico,cetes_28d,7.9100,7.91
2009-01-13,banxico,cetes_28d,7.7000,7.7
2009-01-20,banxico,cetes_28d,7.4400,7.44
2009-01-27,banxico,cetes_28d,7.3100,7.31
2009-02-03,banxico,cetes_28d,7.1600,7.16
2009-02-10,banxico,cetes_28d,7.0700,7.07
2009-02-17,banxico,cetes_28d,7.0000,7.0
2009-02-24,banxico,cetes_28d,7.2400,7.24
2009-03-03,banxico,cetes_28d,7.2500,7.25
2009-03-10,banxico,cetes_28d,7.1800,7.18
2009-03-17,banxico,cetes_28d,7.1800,7.18
2009-03-24,banxico,cetes_28d,6.5200,6.52
2009-03-31,banxico,cetes_28d,6.3500,6.35
2009-04-06,banxico,cetes_28d,6.2400,6.24
2009-04-14,banxico,cetes_28d,6.0600,6.06
2009-04-21,banxico,cetes_28d,5.8400,5.84
2009-04-28,banxico,cetes_28d,5.7400,5.74
2009-05-05,banxico,cetes_28d,5.5400,5.54
2009-05-12,banxico,cetes_28d,5.3600,5.36
2009-05-19,banxico,cetes_28d,5.1800,5.18
2009-05-26,banxico,cetes_28d,5.0900,5.09
2009-06-02,banxico,cetes_28d,5.0800,5.08
2009-06-09,banxico,cetes_28d,5.1000,5.1
2009-06-16,banxico,cetes_28d,5.0100,5.01
2009-06-23,banxico,cetes_28d,4.7200,4.72
2009-06-30,banxico,cetes_28d,4.7200,4.72
2009-07-07,banxico,cetes_28d,4.6500,4.65
2009-07-14,banxico,cetes_28d,4.5500,4.55
2009-07-21,banxico,cetes_28d,4.5200,4.52
2009-07-28,banxico,cetes_28d,4.5100,4.51
2009-08-04,banxico,cetes_28d,4.5000,4.5
2009-08-11,banxico,cetes_28d,4.4900,4.49
2009-08-18,banxico,cetes_28d,4.4800,4.48
2009-08-25,banxico,cetes_28d,4.4700,4.47
2009-09-01,banxico,cetes_28d,4.4700,4.47
2009-09-08,banxico,cetes_28d,4.4700,4.47
2009-09-14,banxico,cetes_28d,4.4900,4.49
2009-09-22,banxico,cetes_28d,4.5000,4.5
2009-09-29,banxico,cetes_28d,4.5100,4.51
2009-10-06,banxico,cetes_28d,4.5100,4.51
2009-10-13,banxico,cetes_28d,4.5100,4.51
2009-10-20,banxico,cetes_28d,4.5100,4.51
2009-10-27,banxico,cetes_28d,4.5200,4.52
2009-11-03,banxico,cetes_28d,4.5200,4.52
2009-11-10,banxico,cetes_28d,4.5200,4.52
2009-11-17,banxico,cetes_28d,4.5000,4.5
2009-11-24,banxico,cetes_28d,4.4900,4.49
2009-12-01,banxico,cetes_28d,4.5100,4.51
2009-12-08,banxico,cetes_28d,4.4800,4.48
2009-12-15,banxico,cetes_28d,4.5100,4.51
2009-12-22,banxico,cetes_28d,4.5000,4.5
2009-12-29,banxico,cetes_28d,4.5100,4.51
2010-01-05,banxico,cetes_28d,4.5000,4.5
2010-01-12,banxico,cetes_28d,4.5000,4.5
2010-01-19,banxico,cetes_28d,4.4900,4.49
2010-01-26,banxico,cetes_28d,4.4800,4.48
2010-02-02,banxico,cetes_28d,4.4700,4.47
2010-02-09,banxico,cetes_28d,4.4900,4.49
2010-02-16,banxico,cetes_28d,4.4900,4.49
2010-02-23,banxico,cetes_28d,4.4900,4.49
2010-03-02,banxico,cetes_28d,4.4900,4.49
2010-03-09,banxico,cetes_28d,4.4100,4.41
2010-03-16,banxico,cetes_28d,4.4300,4.43
2010-03-23,banxico,cetes_28d,4.4600,4.46
2010-03-29,banxico,cetes_28d,4.4500,4.45
2010-04-06,banxico,cetes_28d,4.4300,4.43
2010-04-13,banxico,cetes_28d,4.4100,4.41
2010-04-20,banxico,cetes_28d,4.4600,4.46
2010-04-27,banxico,cetes_28d,4.4500,4.45
2010-05-04,banxico,cetes_28d,4.4900,4.49
2010-05-11,banxico,cetes_28d,4.4900,4.49
2010-05-18,banxico,cetes_28d,4.5300,4.53
2010-05-25,banxico,cetes_28d,4.5500,4.55
2010-06-01,banxico,cetes_28d,4.5800,4.58
2010-06-08,banxico,cetes_28d,4.5900,4.59
2010-06-15,banxico,cetes_28d,4.6000,4.6
2010-06-22,banxico,cetes_28d,4.5900,4.59
2010-06-29,banxico,cetes_28d,4.6000,4.6
2010-07-06,banxico,cetes_28d,4.5900,4.59
2010-07-13,banxico,cetes_28d,4.5900,4.59
2010-07-20,banxico,cetes_28d,4.5900,4.59
2010-07-27,banxico,cetes_28d,4.6000,4.6
2010-08-03,banxico,cetes_28d,4.5600,4.56
2010-08-10,banxico,cetes_28d,4.5400,4.54
2010-08-17,banxico,cetes_28d,4.5000,4.5
2010-08-24,banxico,cetes_28d,4.4700,4.47
2010-08-31,banxico,cetes_28d,4.4800,4.48
2010-09-07,banxico,cetes_28d,4.4800,4.48
2010-09-13,banxico,cetes_28d,4.4500,4.45
2010-09-21,banxico,cetes_28d,4.3600,4.36
2010-09-28,banxico,cetes_28d,4.3600,4.36
2010-10-05,banxico,cetes_28d,4.1800,4.18
2010-10-12,banxico,cetes_28d,4.0500,4.05
2010-10-19,banxico,cetes_28d,4.0300,4.03
2010-10-26,banxico,cetes_28d,3.8400,3.84
2010-11-01,banxico,cetes_28d,3.8500,3.85
2010-11-09,banxico,cetes_28d,3.9200,3.92
2010-11-16,banxico,cetes_28d,3.9400,3.94
2010-11-23,banxico,cetes_28d,4.1700,4.17
2010-11-30,banxico,cetes_28d,4.3500,4.35
2010-12-07,banxico,cetes_28d,4.1600,4.16
2010-12-14,banxico,cetes_28d,4.1800,4.18
2010-12-21,banxico,cetes_28d,4.3800,4.38
2010-12-28,banxico,cetes_28d,4.4500,4.45
2011-01-04,banxico,cetes_28d,4.1600,4.16
2011-01-11,banxico,cetes_28d,4.2000,4.2
2011-01-18,banxico,cetes_28d,4.1300,4.13
2011-01-25,banxico,cetes_28d,4.0500,4.05
2011-02-01,banxico,cetes_28d,4.0400,4.04
2011-02-08,banxico,cetes_28d,4.0500,4.05
2011-02-15,banxico,cetes_28d,3.9400,3.94
2011-02-22,banxico,cetes_28d,4.1400,4.14
2011-03-01,banxico,cetes_28d,4.2200,4.22
2011-03-08,banxico,cetes_28d,4.2800,4.28
2011-03-15,banxico,cetes_28d,4.2400,4.24
2011-03-22,banxico,cetes_28d,4.3000,4.3
2011-03-29,banxico,cetes_28d,4.3000,4.3
2011-04-05,banxico,cetes_28d,4.2600,4.26
2011-04-12,banxico,cetes_28d,4.2800,4.28
2011-04-18,banxico,cetes_28d,4.3300,4.33
2011-04-26,banxico,cetes_28d,4.2400,4.24
2011-05-03,banxico,cetes_28d,4.2400,4.24
2011-05-10,banxico,cetes_28d,4.2700,4.27
2011-05-17,banxico,cetes_28d,4.3400,4.34
2011-05-24,banxico,cetes_28d,4.3900,4.39
2011-05-31,banxico,cetes_28d,4.4300,4.43
2011-06-07,banxico,cetes_28d,4.3700,4.37
2011-06-14,banxico,cetes_28d,4.3800,4.38
2011-06-21,banxico,cetes_28d,4.3500,4.35
2011-06-28,banxico,cetes_28d,4.3300,4.33
2011-07-05,banxico,cetes_28d,4.1800,4.18
2011-07-12,banxico,cetes_28d,4.1500,4.15
2011-07-19,banxico,cetes_28d,4.1500,4.15
2011-07-26,banxico,cetes_28d,4.0800,4.08
2011-08-02,banxico,cetes_28d,3.9600,3.96
2011-08-09,banxico,cetes_28d,3.9900,3.99
2011-08-16,banxico,cetes_28d,4.0900,4.09
2011-08-23,banxico,cetes_28d,4.1700,4.17
2011-08-30,banxico,cetes_28d,4.1100,4.11
2011-09-06,banxico,cetes_28d,4.1700,4.17
2011-09-13,banxico,cetes_28d,4.2500,4.25
2011-09-20,banxico,cetes_28d,4.2700,4.27
2011-09-27,banxico,cetes_28d,4.3400,4.34
2011-10-04,banxico,cetes_28d,4.3500,4.35
2011-10-11,banxico,cetes_28d,4.3700,4.37
2011-10-18,banxico,cetes_28d,4.3500,4.35
2011-10-25,banxico,cetes_28d,4.3700,4.37
2011-10-31,banxico,cetes_28d,4.3800,4.38
2011-11-08,banxico,cetes_28d,4.3500,4.35
2011-11-15,banxico,cetes_28d,4.3500,4.35
2011-11-22,banxico,cetes_28d,4.3200,4.32
2011-11-29,banxico,cetes_28d,4.3900,4.39
2011-12-06,banxico,cetes_28d,4.3300,4.33
2011-12-13,banxico,cetes_28d,4.3300,4.33
2011-12-20,banxico,cetes_28d,4.3300,4.33
2011-12-27,banxico,cetes_28d,4.3100,4.31
2012-01-03,banxico,cetes_28d,4.3200,4.32
2012-01-10,banxico,cetes_28d,4.2600,4.26
2012-01-17,banxico,cetes_28d,4.2700,4.27
2012-01-24,banxico,cetes_28d,4.2400,4.24
2012-01-31,banxico,cetes_28d,4.2400,4.24
2012-02-07,banxico,cetes_28d,4.3400,4.34
2012-02-14,banxico,cetes_28d,4.3600,4.36
2012-02-21,banxico,cetes_28d,4.3500,4.35
2012-02-28,banxico,cetes_28d,4.2700,4.27
2012-03-06,banxico,cetes_28d,4.2700,4.27
2012-03-13,banxico,cetes_28d,4.1800,4.18
2012-03-20,banxico,cetes_28d,4.2100,4.21
2012-03-27,banxico,cetes_28d,4.2800,4.28
2012-04-02,banxico,cetes_28d,4.2500,4.25
2012-04-10,banxico,cetes_28d,4.2600,4.26
2012-04-17,banxico,cetes_28d,4.3300,4.33
2012-04-24,banxico,cetes_28d,4.3300,4.33
2012-04-30,banxico,cetes_28d,4.3300,4.33
2012-05-08,banxico,cetes_28d,4.3400,4.34
2012-05-15,banxico,cetes_28d,4.4200,4.42
2012-05-22,banxico,cetes_28d,4.4200,4.42
2012-05-29,banxico,cetes_28d,4.4400,4.44
2012-06-05,banxico,cetes_28d,4.3500,4.35
2012-06-12,banxico,cetes_28d,4.3500,4.35
2012-06-19,banxico,cetes_28d,4.3700,4.37
2012-06-26,banxico,cetes_28d,4.2700,4.27
2012-07-03,banxico,cetes_28d,4.1700,4.17
2012-07-10,banxico,cetes_28d,4.1600,4.16
2012-07-17,banxico,cetes_28d,4.1500,4.15
2012-07-24,banxico,cetes_28d,4.1300,4.13
2012-07-31,banxico,cetes_28d,4.0900,4.09
2012-08-07,banxico,cetes_28d,4.0900,4.09
2012-08-14,banxico,cetes_28d,4.0900,4.09
2012-08-21,banxico,cetes_28d,4.2300,4.23
2012-08-28,banxico,cetes_28d,4.1500,4.15
2012-09-04,banxico,cetes_28d,4.1700,4.17
2012-09-11,banxico,cetes_28d,4.2300,4.23
2012-09-18,banxico,cetes_28d,4.1500,4.15
2012-09-25,banxico,cetes_28d,4.1200,4.12
2012-10-02,banxico,cetes_28d,4.2000,4.2
2012-10-09,banxico,cetes_28d,4.1700,4.17
2012-10-16,banxico,cetes_28d,4.2300,4.23
2012-10-23,banxico,cetes_28d,4.2200,4.22
2012-10-30,banxico,cetes_28d,4.3300,4.33
2012-11-06,banxico,cetes_28d,4.2600,4.26
2012-11-13,banxico,cetes_28d,4.3100,4.31
2012-11-20,banxico,cetes_28d,4.2800,4.28
2012-11-27,banxico,cetes_28d,4.2500,4.25
2012-12-04,banxico,cetes_28d,4.2300,4.23
2012-12-10,banxico,cetes_28d,4.1400,4.14
2012-12-18,banxico,cetes_28d,3.9300,3.93
2012-12-24,banxico,cetes_28d,3.9100,3.91
2012-12-31,banxico,cetes_28d,4.0400,4.04
2013-01-08,banxico,cetes_28d,4.1200,4.12
2013-01-15,banxico,cetes_28d,4.1200,4.12
2013-01-22,banxico,cetes_28d,4.2600,4.26
2013-01-29,banxico,cetes_28d,4.2300,4.23
2013-02-05,banxico,cetes_28d,4.2200,4.22
2013-02-12,banxico,cetes_28d,4.2000,4.2
2013-02-19,banxico,cetes_28d,4.1900,4.19
2013-02-26,banxico,cetes_28d,4.1300,4.13
2013-03-05,banxico,cetes_28d,4.0700,4.07
2013-03-12,banxico,cetes_28d,3.9600,3.96
2013-03-19,banxico,cetes_28d,3.9500,3.95
2013-03-25,banxico,cetes_28d,3.9500,3.95
2013-04-02,banxico,cetes_28d,3.8800,3.88
2013-04-09,banxico,cetes_28d,3.8100,3.81
2013-04-16,banxico,cetes_28d,3.8100,3.81
2013-04-23,banxico,cetes_28d,3.7600,3.76
2013-04-29,banxico,cetes_28d,3.7600,3.76
2013-05-07,banxico,cetes_28d,3.7100,3.71
2013-05-14,banxico,cetes_28d,3.7200,3.72
2013-05-21,banxico,cetes_28d,3.7200,3.72
2013-05-28,banxico,cetes_28d,3.7100,3.71
2013-06-04,banxico,cetes_28d,3.7100,3.71
2013-06-11,banxico,cetes_28d,3.7700,3.77
2013-06-18,banxico,cetes_28d,3.8100,3.81
2013-06-25,banxico,cetes_28d,3.8200,3.82
2013-07-02,banxico,cetes_28d,3.8000,3.8
2013-07-09,banxico,cetes_28d,3.8300,3.83
2013-07-16,banxico,cetes_28d,3.8500,3.85
2013-07-23,banxico,cetes_28d,3.9000,3.9
2013-07-30,banxico,cetes_28d,3.8800,3.88
2013-08-06,banxico,cetes_28d,3.8400,3.84
2013-08-13,banxico,cetes_28d,3.8400,3.84
2013-08-20,banxico,cetes_28d,3.8300,3.83
2013-08-27,banxico,cetes_28d,3.8300,3.83
2013-09-03,banxico,cetes_28d,3.8300,3.83
2013-09-10,banxico,cetes_28d,3.6500,3.65
2013-09-17,banxico,cetes_28d,3.5600,3.56
2013-09-24,banxico,cetes_28d,3.5000,3.5
2013-10-01,banxico,cetes_28d,3.4400,3.44
2013-10-08,banxico,cetes_28d,3.4000,3.4
2013-10-15,banxico,cetes_28d,3.3800,3.38
2013-10-22,banxico,cetes_28d,3.3500,3.35
2013-10-29,banxico,cetes_28d,3.3800,3.38
2013-11-05,banxico,cetes_28d,3.3600,3.36
2013-11-12,banxico,cetes_28d,3.3900,3.39
2013-11-19,banxico,cetes_28d,3.4000,3.4
2013-11-26,banxico,cetes_28d,3.4000,3.4
2013-12-03,banxico,cetes_28d,3.3800,3.38
2013-12-09,banxico,cetes_28d,3.3400,3.34
2013-12-17,banxico,cetes_28d,3.2700,3.27
2013-12-23,banxico,cetes_28d,3.1800,3.18
2013-12-30,banxico,cetes_28d,3.1600,3.16
2014-01-07,banxico,cetes_28d,3.1700,3.17
2014-01-14,banxico,cetes_28d,3.0500,3.05
2014-01-21,banxico,cetes_28d,3.1300,3.13
2014-01-28,banxico,cetes_28d,3.1800,3.18
2014-02-04,banxico,cetes_28d,3.1800,3.18
2014-02-11,banxico,cetes_28d,3.1600,3.16
2014-02-18,banxico,cetes_28d,3.1400,3.14
2014-02-25,banxico,cetes_28d,3.1500,3.15
2014-03-04,banxico,cetes_28d,3.1600,3.16
2014-03-11,banxico,cetes_28d,3.1400,3.14
2014-03-18,banxico,cetes_28d,3.1900,3.19
2014-03-25,banxico,cetes_28d,3.1900,3.19
2014-04-01,banxico,cetes_28d,3.2200,3.22
2014-04-08,banxico,cetes_28d,3.2000,3.2
2014-04-14,banxico,cetes_28d,3.2200,3.22
2014-04-22,banxico,cetes_28d,3.2500,3.25
2014-04-28,banxico,cetes_28d,3.2500,3.25
2014-05-06,banxico,cetes_28d,3.2500,3.25
2014-05-13,banxico,cetes_28d,3.2600,3.26
2014-05-20,banxico,cetes_28d,3.2800,3.28
2014-05-27,banxico,cetes_28d,3.3100,3.31
2014-06-03,banxico,cetes_28d,3.2900,3.29
2014-06-10,banxico,cetes_28d,2.9200,2.92
2014-06-17,banxico,cetes_28d,2.9500,2.95
2014-06-24,banxico,cetes_28d,2.9000,2.9
2014-07-01,banxico,cetes_28d,2.8500,2.85
2014-07-08,banxico,cetes_28d,2.8500,2.85
2014-07-15,banxico,cetes_28d,2.8400,2.84
2014-07-22,banxico,cetes_28d,2.8200,2.82
2014-07-29,banxico,cetes_28d,2.8000,2.8
2014-08-05,banxico,cetes_28d,2.7800,2.78
2014-08-12,banxico,cetes_28d,2.7700,2.77
2014-08-19,banxico,cetes_28d,2.7600,2.76
2014-08-26,banxico,cetes_28d,2.7600,2.76
2014-09-02,banxico,cetes_28d,2.7600,2.76
2014-09-09,banxico,cetes_28d,2.8400,2.84
2014-09-15,banxico,cetes_28d,2.8600,2.86
2014-09-23,banxico,cetes_28d,2.8600,2.86
2014-09-30,banxico,cetes_28d,2.8500,2.85
2014-10-07,banxico,cetes_28d,2.8600,2.86
2014-10-14,banxico,cetes_28d,2.9600,2.96
2014-10-21,banxico,cetes_28d,2.9300,2.93
2014-10-28,banxico,cetes_28d,2.9000,2.9
2014-11-04,banxico,cetes_28d,2.9100,2.91
2014-11-11,banxico,cetes_28d,2.9000,2.9
2014-11-18,banxico,cetes_28d,2.8300,2.83
2014-11-25,banxico,cetes_28d,2.7600,2.76
2014-12-02,banxico,cetes_28d,2.8400,2.84
2014-12-09,banxico,cetes_28d,2.8500,2.85
2014-12-16,banxico,cetes_28d,2.8400,2.84
2014-12-22,banxico,cetes_28d,2.7800,2.78
2014-12-29,banxico,cetes_28d,2.7400,2.74
2015-01-06,banxico,cetes_28d,2.4300,2.43
2015-01-13,banxico,cetes_28d,2.7900,2.79
2015-01-20,banxico,cetes_28d,2.7200,2.72
2015-01-27,banxico,cetes_28d,2.7500,2.75
2015-02-03,banxico,cetes_28d,2.7400,2.74
2015-02-10,banxico,cetes_28d,2.7800,2.78
2015-02-17,banxico,cetes_28d,2.8300,2.83
2015-02-24,banxico,cetes_28d,2.9000,2.9
2015-03-03,banxico,cetes_28d,3.0100,3.01
2015-03-10,banxico,cetes_28d,3.0500,3.05
2015-03-17,banxico,cetes_28d,3.0400,3.04
2015-03-24,banxico,cetes_28d,3.0500,3.05
2015-03-30,banxico,cetes_28d,3.0200,3.02
2015-04-07,banxico,cetes_28d,3.0200,3.02
2015-04-14,banxico,cetes_28d,3.0000,3.0
2015-04-21,banxico,cetes_28d,2.9600,2.96
2015-04-28,banxico,cetes_28d,2.8500,2.85
2015-05-05,banxico,cetes_28d,2.9800,2.98
2015-05-12,banxico,cetes_28d,2.9700,2.97
2015-05-19,banxico,cetes_28d,2.9900,2.99
2015-05-26,banxico,cetes_28d,2.9900,2.99
2015-06-02,banxico,cetes_28d,2.9700,2.97
2015-06-09,banxico,cetes_28d,2.9600,2.96
2015-06-16,banxico,cetes_28d,2.9400,2.94
2015-06-23,banxico,cetes_28d,2.9800,2.98
2015-06-30,banxico,cetes_28d,3.0000,3.0
2015-07-07,banxico,cetes_28d,2.9600,2.96
2015-07-14,banxico,cetes_28d,2.9600,2.96
2015-07-21,banxico,cetes_28d,3.0100,3.01
2015-07-28,banxico,cetes_28d,3.0100,3.01
2015-08-04,banxico,cetes_28d,3.0200,3.02
2015-08-11,banxico,cetes_28d,3.0100,3.01
2015-08-18,banxico,cetes_28d,3.0200,3.02
2015-08-25,banxico,cetes_28d,3.1200,3.12
2015-09-01,banxico,cetes_28d,3.0900,3.09
2015-09-08,banxico,cetes_28d,3.1100,3.11
2015-09-14,banxico,cetes_28d,3.1800,3.18
2015-09-22,banxico,cetes_28d,3.0200,3.02
2015-09-29,banxico,cetes_28d,3.0200,3.02
2015-10-06,banxico,cetes_28d,2.9800,2.98
2015-10-13,banxico,cetes_28d,3.0000,3.0
2015-10-20,banxico,cetes_28d,3.0400,3.04
2015-10-27,banxico,cetes_28d,3.0500,3.05
2015-11-03,banxico,cetes_28d,3.0300,3.03
2015-11-10,banxico,cetes_28d,3.0000,3.0
2015-11-17,banxico,cetes_28d,3.0000,3.0
2015-11-24,banxico,cetes_28d,3.0300,3.03
2015-12-01,banxico,cetes_28d,3.1100,3.11
2015-12-08,banxico,cetes_28d,3.2000,3.2
2015-12-15,banxico,cetes_28d,3.2000,3.2
2015-12-22,banxico,cetes_28d,3.1500,3.15
2015-12-29,banxico,cetes_28d,3.0500,3.05
2016-01-05,banxico,cetes_28d,3.0500,3.05
2016-01-12,banxico,cetes_28d,3.0500,3.05
2016-01-19,banxico,cetes_28d,3.0900,3.09
2016-01-26,banxico,cetes_28d,3.1400,3.14
2016-02-02,banxico,cetes_28d,3.1600,3.16
2016-02-09,banxico,cetes_28d,3.2000,3.2
2016-02-16,banxico,cetes_28d,3.2300,3.23
2016-02-23,banxico,cetes_28d,3.8500,3.85
2016-03-01,banxico,cetes_28d,3.8800,3.88
2016-03-08,banxico,cetes_28d,3.7800,3.78
2016-03-15,banxico,cetes_28d,3.8000,3.8
2016-03-18,banxico,cetes_28d,3.7800,3.78
2016-03-29,banxico,cetes_28d,3.7600,3.76
2016-04-05,banxico,cetes_28d,3.7300,3.73
2016-04-12,banxico,cetes_28d,3.7400,3.74
2016-04-19,banxico,cetes_28d,3.7400,3.74
2016-04-26,banxico,cetes_28d,3.7600,3.76
2016-05-03,banxico,cetes_28d,3.7700,3.77
2016-05-10,banxico,cetes_28d,3.7700,3.77
2016-05-17,banxico,cetes_28d,3.8100,3.81
2016-05-24,banxico,cetes_28d,3.9000,3.9
2016-05-31,banxico,cetes_28d,3.8000,3.8
2016-06-07,banxico,cetes_28d,3.7800,3.78
2016-06-14,banxico,cetes_28d,3.8300,3.83
2016-06-21,banxico,cetes_28d,3.7600,3.76
2016-06-28,banxico,cetes_28d,3.8600,3.86
2016-07-05,banxico,cetes_28d,4.2300,4.23
2016-07-12,banxico,cetes_28d,4.1900,4.19
2016-07-19,banxico,cetes_28d,4.2100,4.21
2016-07-26,banxico,cetes_28d,4.2100,4.21
2016-08-02,banxico,cetes_28d,4.2200,4.22
2016-08-09,banxico,cetes_28d,4.2200,4.22
