date,source,series_key,raw_value,value
2012-11-09,banxico,international_reserves,"162,638.0",162638.0
2012-11-16,banxico,international_reserves,"162,270.5",162270.5
2012-11-23,banxico,international_reserves,"162,235.8",162235.8
2012-11-30,banxico,international_reserves,"163,116.9",163116.9
2012-12-07,banxico,international_reserves,"163,089.9",163089.9
2012-12-14,banxico,international_reserves,"163,042.6",163042.6
2012-12-21,banxico,international_reserves,"163,649.5",163649.5
2012-12-28,banxico,international_reserves,"163,591.8",163591.8
2013-01-04,banxico,international_reserves,"163,225.8",163225.8
2013-01-11,banxico,international_reserves,"163,429.8",163429.8
2013-01-18,banxico,international_reserves,"163,392.8",163392.8
2013-01-25,banxico,international_reserves,"163,432.9",163432.9
2013-02-01,banxico,international_reserves,"165,427.3",165427.3
2013-02-08,banxico,international_reserves,"165,405.3",165405.3
2013-02-15,banxico,international_reserves,"165,005.4",165005.4
2013-02-22,banxico,international_reserves,"164,714.8",164714.8
2013-03-01,banxico,international_reserves,"165,792.7",165792.7
2013-03-08,banxico,international_reserves,"165,383.7",165383.7
2013-03-15,banxico,international_reserves,"165,675.0",165675.0
2013-03-22,banxico,international_reserves,"165,820.0",165820.0
2013-03-27,banxico,international_reserves,"166,962.3",166962.3
2013-04-05,banxico,international_reserves,"166,643.6",166643.6
2013-04-12,banxico,international_reserves,"166,343.8",166343.8
2013-04-19,banxico,international_reserves,"165,627.4",165627.4
2013-04-26,banxico,international_reserves,"167,135.8",167135.8
2013-05-03,banxico,international_reserves,"168,145.1",168145.1
2013-05-10,banxico,international_reserves,"167,497.5",167497.5
2013-05-17,banxico,international_reserves,"166,915.4",166915.4
2013-05-24,banxico,international_reserves,"167,487.8",167487.8
2013-05-31,banxico,international_reserves,"167,129.3",167129.3
2013-06-07,banxico,international_reserves,"167,503.3",167503.3
2013-06-14,banxico,international_reserves,"167,933.5",167933.5
2013-06-21,banxico,international_reserves,"166,376.6",166376.6
2013-06-28,banxico,international_reserves,"166,530.3",166530.3
2013-07-05,banxico,international_reserves,"166,102.8",166102.8
2013-07-12,banxico,international_reserves,"166,750.3",166750.3
2013-07-19,banxico,international_reserves,"166,993.8",166993.8
2013-07-26,banxico,international_reserves,"168,247.4",168247.4
2013-08-02,banxico,international_reserves,"169,048.1",169048.1
2013-08-09,banxico,international_reserves,"169,325.4",169325.4
2013-08-16,banxico,international_reserves,"169,162.1",169162.1
2013-08-23,banxico,international_reserves,"169,869.8",169869.8
2013-08-30,banxico,international_reserves,"170,708.9",170708.9
2013-09-06,banxico,international_reserves,"170,631.6",170631.6
2013-09-13,banxico,international_reserves,"170,553.5",170553.5
2013-09-20,banxico,international_reserves,"170,927.1",170927.1
2013-09-27,banxico,international_reserves,"172,031.7",172031.7
2013-10-04,banxico,international_reserves,"172,070.2",172070.2
2013-10-11,banxico,international_reserves,"171,840.1",171840.1
2013-10-18,banxico,international_reserves,"173,236.4",173236.4
2013-10-25,banxico,international_reserves,"174,261.6",174261.6
2013-11-01,banxico,international_reserves,"174,053.3",174053.3
2013-11-08,banxico,international_reserves,"173,903.8",173903.8
2013-11-15,banxico,international_reserves,"174,008.0",174008.0
2013-11-22,banxico,international_reserves,"175,882.0",175882.0
2013-11-29,banxico,international_reserves,"176,152.3",176152.3
2013-12-06,banxico,international_reserves,"175,736.3",175736.3
2013-12-13,banxico,international_reserves,"175,661.2",175661.2
2013-12-20,banxico,international_reserves,"176,554.1",176554.1
2013-12-27,banxico,international_reserves,"176,578.7",176578.7
2014-01-03,banxico,international_reserves,"176,586.1",176586.1
2014-01-10,banxico,international_reserves,"176,526.2",176526.2
2014-01-17,banxico,international_reserves,"176,466.7",176466.7
2014-01-24,banxico,international_reserves,"177,179.1",177179.1
2014-01-31,banxico,international_reserves,"179,570.1",179570.1
2014-02-07,banxico,international_reserves,"179,662.9",179662.9
2014-02-14,banxico,international_reserves,"179,841.5",179841.5
2014-02-21,banxico,international_reserves,"179,704.8",179704.8
2014-02-28,banxico,international_reserves,"180,855.0",180855.0
2014-03-07,banxico,international_reserves,"180,801.5",180801.5
2014-03-14,banxico,international_reserves,"181,042.6",181042.6
2014-03-21,banxico,international_reserves,"180,700.2",180700.2
2014-03-28,banxico,international_reserves,"182,741.8",182741.8
2014-04-04,banxico,international_reserves,"183,313.7",183313.7
2014-04-11,banxico,international_reserves,"183,617.4",183617.4
2014-04-16,banxico,international_reserves,"183,509.9",183509.9
2014-04-25,banxico,international_reserves,"184,013.2",184013.2
2014-05-02,banxico,international_reserves,"186,084.5",186084.5
2014-05-09,banxico,international_reserves,"186,194.5",186194.5
2014-05-16,banxico,international_reserves,"186,288.7",186288.7
2014-05-23,banxico,international_reserves,"187,275.2",187275.2
2014-05-30,banxico,international_reserves,"188,265.5",188265.5
2014-06-06,banxico,international_reserves,"188,139.6",188139.6
2014-06-13,banxico,international_reserves,"188,237.6",188237.6
2014-06-20,banxico,international_reserves,"188,405.5",188405.5
2014-06-27,banxico,international_reserves,"190,276.6",190276.6
2014-07-04,banxico,international_reserves,"190,217.6",190217.6
2014-07-11,banxico,international_reserves,"190,340.7",190340.7
2014-07-18,banxico,international_reserves,"190,236.9",190236.9
2014-07-25,banxico,international_reserves,"190,192.1",190192.1
2014-08-01,banxico,international_reserves,"190,427.9",190427.9
2014-08-08,banxico,international_reserves,"190,474.1",190474.1
2014-08-15,banxico,international_reserves,"190,522.2",190522.2
2014-08-22,banxico,international_reserves,"190,336.6",190336.6
2014-08-29,banxico,international_reserves,"191,513.3",191513.3
2014-09-05,banxico,international_reserves,"191,255.4",191255.4
2014-09-12,banxico,international_reserves,"190,871.7",190871.7
2014-09-19,banxico,international_reserves,"190,861.6",190861.6
2014-09-26,banxico,international_reserves,"190,688.4",190688.4
2014-10-03,banxico,international_reserves,"190,475.3",190475.3
2014-10-10,banxico,international_reserves,"190,838.8",190838.8
2014-10-17,banxico,international_reserves,"190,987.2",190987.2
2014-10-24,banxico,international_reserves,"190,731.3",190731.3
2014-10-31,banxico,international_reserves,"191,717.3",191717.3
2014-11-07,banxico,international_reserves,"191,409.7",191409.7
2014-11-14,banxico,international_reserves,"191,361.9",191361.9
2014-11-21,banxico,international_reserves,"192,966.1",192966.1
2014-11-28,banxico,international_reserves,"192,718.2",192718.2
2014-12-05,banxico,international_reserves,"192,297.8",192297.8
2014-12-11,banxico,international_reserves,"192,365.4",192365.4
2014-12-19,banxico,international_reserves,"193,217.0",193217.0
2014-12-26,banxico,international_reserves,"193,045.0",193045.0
2015-01-02,banxico,international_reserves,"193,088.4",193088.4
2015-01-09,banxico,international_reserves,"193,174.1",193174.1
2015-01-16,banxico,international_reserves,"193,251.4",193251.4
2015-01-23,banxico,international_reserves,"192,910.4",192910.4
2015-01-30,banxico,international_reserves,"196,010.5",196010.5
2015-02-06,banxico,international_reserves,"195,806.7",195806.7
2015-02-13,banxico,international_reserves,"195,821.3",195821.3
2015-02-20,banxico,international_reserves,"195,646.9",195646.9
2015-02-27,banxico,international_reserves,"195,739.2",195739.2
2015-03-06,banxico,international_reserves,"194,938.4",194938.4
2015-03-13,banxico,international_reserves,"195,425.3",195425.3
2015-03-20,banxico,international_reserves,"195,539.8",195539.8
2015-03-27,banxico,international_reserves,"195,375.2",195375.2
2015-04-01,banxico,international_reserves,"195,219.0",195219.0
2015-04-10,banxico,international_reserves,"194,826.1",194826.1
2015-04-17,banxico,international_reserves,"195,909.6",195909.6
2015-04-24,banxico,international_reserves,"195,577.0",195577.0
2015-04-30,banxico,international_reserves,"195,340.4",195340.4
2015-05-08,banxico,international_reserves,"195,009.5",195009.5
2015-05-15,banxico,international_reserves,"194,959.2",194959.2
2015-05-22,banxico,international_reserves,"194,301.5",194301.5
2015-05-29,banxico,international_reserves,"193,901.0",193901.0
2015-06-05,banxico,international_reserves,"193,304.9",193304.9
2015-06-12,banxico,international_reserves,"193,238.0",193238.0
2015-06-19,banxico,international_reserves,"193,181.4",193181.4
2015-06-26,banxico,international_reserves,"192,402.7",192402.7
2015-07-03,banxico,international_reserves,"192,207.5",192207.5
2015-07-10,banxico,international_reserves,"191,819.5",191819.5
2015-07-17,banxico,international_reserves,"191,302.8",191302.8
2015-07-24,banxico,international_reserves,"190,711.3",190711.3
2015-07-31,banxico,international_reserves,"190,759.2",190759.2
2015-08-07,banxico,international_reserves,"189,718.1",189718.1
2015-08-14,banxico,international_reserves,"188,347.0",188347.0
2015-08-21,banxico,international_reserves,"187,333.1",187333.1
2015-08-28,banxico,international_reserves,"185,785.4",185785.4
2015-09-04,banxico,international_reserves,"184,496.4",184496.4
2015-09-11,banxico,international_reserves,"183,477.1",183477.1
2015-09-18,banxico,international_reserves,"182,998.6",182998.6
2015-09-25,banxico,international_reserves,"181,039.6",181039.6
2015-10-02,banxico,international_reserves,"180,307.9",180307.9
2015-10-09,banxico,international_reserves,"179,307.9",179307.9
2015-10-16,banxico,international_reserves,"178,219.2",178219.2
2015-10-23,banxico,international_reserves,"176,977.5",176977.5
2015-10-30,banxico,international_reserves,"175,564.7",175564.7
2015-11-06,banxico,international_reserves,"174,090.3",174090.3
2015-11-13,banxico,international_reserves,"173,151.3",173151.3
2015-11-20,banxico,international_reserves,"172,236.3",172236.3
2015-11-27,banxico,international_reserves,"171,881.6",171881.6
2015-12-04,banxico,international_reserves,"171,954.4",171954.4
2015-12-11,banxico,international_reserves,"172,324.8",172324.8
2015-12-18,banxico,international_reserves,"174,525.9",174525.9
2015-12-24,banxico,international_reserves,"176,352.5",176352.5
2015-12-31,banxico,international_reserves,"176,722.7",176722.7
2016-01-08,banxico,international_reserves,"175,754.7",175754.7
2016-01-15,banxico,international_reserves,"175,232.0",175232.0
2016-01-22,banxico,international_reserves,"174,715.4",174715.4
2016-01-29,banxico,international_reserves,"175,387.3",175387.3
2016-02-05,banxico,international_reserves,"174,974.8",174974.8
2016-02-12,banxico,international_reserves,"174,401.5",174401.5
2016-02-19,banxico,international_reserves,"174,710.8",174710.8
2016-02-26,banxico,international_reserves,"176,015.5",176015.5
2016-03-04,banxico,international_reserves,"176,097.5",176097.5
2016-03-11,banxico,international_reserves,"176,093.8",176093.8
2016-03-18,banxico,international_reserves,"176,939.1",176939.1
2016-03-23,banxico,international_reserves,"176,665.1",176665.1
2016-04-01,banxico,international_reserves,"177,476.4",177476.4
2016-04-08,banxico,international_reserves,"177,675.8",177675.8
2016-04-15,banxico,international_reserves,"177,664.6",177664.6
2016-04-22,banxico,international_reserves,"177,651.8",177651.8
2016-04-29,banxico,international_reserves,"177,968.8",177968.8
2016-05-06,banxico,international_reserves,"177,731.3",177731.3
2016-05-13,banxico,international_reserves,"177,652.8",177652.8
2016-05-20,banxico,international_reserves,"177,323.1",177323.1
2016-05-27,banxico,international_reserves,"176,994.4",176994.4
2016-06-03,banxico,international_reserves,"177,300.1",177300.1
2016-06-10,banxico,international_reserves,"177,371.2",177371.2
2016-06-17,banxico,international_reserves,"177,291.1",177291.1
2016-06-24,banxico,international_reserves,"177,334.9",177334.9
2016-07-01,banxico,international_reserves,"177,578.6",177578.6
2016-07-08,banxico,international_reserves,"177,512.9",177512.9
2016-07-15,banxico,international_reserves,"177,315.4",177315.4
2016-07-22,banxico,international_reserves,"177,104.6",177104.6
2016-07-29,banxico,international_reserves,"177,388.6",177388.6
2016-08-05,banxico,international_reserves,"176,607.2",176607.2
2016-08-12,banxico,international_reserves,"176,628.1",176628.1
2016-08-19,banxico,international_reserves,"176,519.3",176519.3
2016-08-26,banxico,international_reserves,"176,348.3",176348.3
2016-09-02,banxico,international_reserves,"176,336.6",176336.6
2016-09-09,banxico,international_reserves,"176,302.0",176302.0
2016-09-15,banxico,international_reserves,"175,868.9",175868.9
2016-09-23,banxico,international_reserves,"175,934.6",175934.6
2016-09-30,banxico,international_reserves,"175,831.3",175831.3
2016-10-07,banxico,international_reserves,"175,353.6",175353.6
2016-10-14,banxico,international_reserves,"175,218.8",175218.8
2016-10-21,banxico,international_reserves,"175,229.6",175229.6
2016-10-28,banxico,international_reserves,"175,091.4",175091.4
2016-11-04,banxico,international_reserves,"175,268.0",175268.0
2016-11-11,banxico,international_reserves,"174,497.6",174497.6
2016-11-18,banxico,international_reserves,"174,138.6",174138.6
2016-11-25,banxico,international_reserves,"174,077.8",174077.8
2016-12-02,banxico,international_reserves,"174,064.3",174064.3
2016-12-09,banxico,international_reserves,"176,656.3",176656.3
2016-12-16,banxico,international_reserves,"176,245.8",176245.8
2016-12-23,banxico,international_reserves,"176,284.2",176284.2
2016-12-30,banxico,international_reserves,"176,541.5",176541.5
2017-01-06,banxico,international_reserves,"174,725.6",174725.6
2017-01-13,banxico,international_reserves,"174,901.7",174901.7
2017-01-20,banxico,international_reserves,"174,695.4",174695.4
2017-01-27,banxico,international_reserves,"174,791.4",174791.4
2017-02-03,banxico,international_reserves,"174,953.3",174953.3
2017-02-10,banxico,international_reserves,"174,948.0",174948.0
2017-02-17,banxico,international_reserves,"174,978.1",174978.1
2017-02-24,banxico,international_reserves,"175,145.4",175145.4
2017-03-03,banxico,international_reserves,"174,661.1",174661.1
2017-03-10,banxico,international_reserves,"174,524.1",174524.1
2017-03-17,banxico,international_reserves,"174,825.0",174825.0
2017-03-24,banxico,international_reserves,"175,014.8",175014.8
2017-03-31,banxico,international_reserves,"174,930.5",174930.5
2017-04-07,banxico,international_reserves,"174,998.2",174998.2
2017-04-12,banxico,international_reserves,"174,969.1",174969.1
2017-04-21,banxico,international_reserves,"175,022.5",175022.5
2017-04-28,banxico,international_reserves,"175,010.5",175010.5
2017-05-05,banxico,international_reserves,"174,844.6",174844.6
2017-05-12,banxico,international_reserves,"174,869.5",174869.5
2017-05-19,banxico,international_reserves,"175,078.5",175078.5
2017-05-26,banxico,international_reserves,"175,138.1",175138.1
2017-06-02,banxico,international_reserves,"174,693.8",174693.8
2017-06-09,banxico,international_reserves,"174,576.7",174576.7
2017-06-16,banxico,international_reserves,"174,504.0",174504.0
2017-06-23,banxico,international_reserves,"174,506.2",174506.2
2017-06-30,banxico,international_reserves,"174,245.5",174245.5
2017-07-07,banxico,international_reserves,"173,931.4",173931.4
2017-07-14,banxico,international_reserves,"173,877.1",173877.1
2017-07-21,banxico,international_reserves,"173,621.2",173621.2
2017-07-28,banxico,international_reserves,"173,360.1",173360.1
2017-08-04,banxico,international_reserves,"173,210.6",173210.6
2017-08-11,banxico,international_reserves,"173,129.4",173129.4
2017-08-18,banxico,international_reserves,"173,062.4",173062.4
2017-08-25,banxico,international_reserves,"173,032.0",173032.0
2017-09-01,banxico,international_reserves,"173,247.5",173247.5
2017-09-08,banxico,international_reserves,"173,575.3",173575.3
2017-09-15,banxico,international_reserves,"173,370.4",173370.4
2017-09-22,banxico,international_reserves,"173,276.3",173276.3
2017-09-29,banxico,international_reserves,"173,031.2",173031.2
2017-10-06,banxico,international_reserves,"172,872.5",172872.5
2017-10-13,banxico,international_reserves,"173,185.6",173185.6
2017-10-20,banxico,international_reserves,"172,984.7",172984.7
2017-10-27,banxico,international_reserves,"172,819.8",172819.8
2017-11-03,banxico,international_reserves,"172,765.1",172765.1
2017-11-10,banxico,international_reserves,"172,802.6",172802.6
2017-11-17,banxico,international_reserves,"172,671.8",172671.8
2017-11-24,banxico,international_reserves,"172,749.1",172749.1
2017-12-01,banxico,international_reserves,"172,581.0",172581.0
2017-12-08,banxico,international_reserves,"172,408.9",172408.9
2017-12-15,banxico,international_reserves,"172,538.9",172538.9
2017-12-22,banxico,international_reserves,"172,464.7",172464.7
2017-12-29,banxico,international_reserves,"172,801.8",172801.8
2018-01-05,banxico,international_reserves,"172,904.4",172904.4
2018-01-12,banxico,international_reserves,"172,951.2",172951.2
2018-01-19,banxico,international_reserves,"173,021.5",173021.5
2018-01-26,banxico,international_reserves,"173,194.6",173194.6
2018-02-02,banxico,international_reserves,"172,990.7",172990.7
2018-02-09,banxico,international_reserves,"172,796.8",172796.8
2018-02-16,banxico,international_reserves,"173,024.2",173024.2
2018-02-23,banxico,international_reserves,"172,910.3",172910.3
2018-03-02,banxico,international_reserves,"173,004.5",173004.5
2018-03-09,banxico,international_reserves,"172,992.7",172992.7
2018-03-16,banxico,international_reserves,"173,033.6",173033.6
2018-03-23,banxico,international_reserves,"173,220.0",173220.0
2018-03-28,banxico,international_reserves,"173,231.6",173231.6
2018-04-06,banxico,international_reserves,"173,276.7",173276.7
2018-04-13,banxico,international_reserves,"173,397.1",173397.1
2018-04-20,banxico,international_reserves,"173,256.5",173256.5
2018-04-27,banxico,international_reserves,"173,068.4",173068.4
2018-05-04,banxico,international_reserves,"173,060.0",173060.0
2018-05-11,banxico,international_reserves,"173,111.4",173111.4
2018-05-18,banxico,international_reserves,"172,912.9",172912.9
2018-05-25,banxico,international_reserves,"173,118.0",173118.0
2018-06-01,banxico,international_reserves,"173,249.9",173249.9
2018-06-08,banxico,international_reserves,"173,275.7",173275.7
2018-06-15,banxico,international_reserves,"173,172.1",173172.1
2018-06-22,banxico,international_reserves,"173,177.4",173177.4
2018-06-29,banxico,international_reserves,"173,211.4",173211.4
2018-07-06,banxico,international_reserves,"173,362.4",173362.4
2018-07-13,banxico,international_reserves,"173,295.9",173295.9
2018-07-20,banxico,international_reserves,"173,272.9",173272.9
2018-07-27,banxico,international_reserves,"173,238.1",173238.1
2018-08-03,banxico,international_reserves,"173,287.0",173287.0
2018-08-10,banxico,international_reserves,"173,351.4",173351.4
2018-08-17,banxico,international_reserves,"173,329.0",173329.0
2018-08-24,banxico,international_reserves,"173,569.5",173569.5
2018-08-31,banxico,international_reserves,"173,606.1",173606.1
2018-09-07,banxico,international_reserves,"173,516.2",173516.2
2018-09-14,banxico,international_reserves,"173,554.3",173554.3
2018-09-21,banxico,international_reserves,"173,568.4",173568.4
2018-09-28,banxico,international_reserves,"173,566.1",173566.1
2018-10-05,banxico,international_reserves,"173,391.2",173391.2
2018-10-12,banxico,international_reserves,"173,649.4",173649.4
2018-10-19,banxico,international_reserves,"173,634.8",173634.8
2018-10-26,banxico,international_reserves,"173,582.4",173582.4
2018-11-01,banxico,international_reserves,"173,632.9",173632.9
2018-11-09,banxico,international_reserves,"173,560.8",173560.8
2018-11-16,banxico,international_reserves,"173,851.4",173851.4
2018-11-23,banxico,international_reserves,"173,907.4",173907.4
2018-11-30,banxico,international_reserves,"173,775.3",173775.3
2018-12-07,banxico,international_reserves,"174,118.0",174118.0
2018-12-14,banxico,international_reserves,"174,081.1",174081.1
2018-12-21,banxico,international_reserves,"174,393.7",174393.7
2018-12-28,banxico,international_reserves,"174,609.1",174609.1
2019-01-04,banxico,international_reserves,"174,937.4",174937.4
2019-01-11,banxico,international_reserves,"175,091.0",175091.0
2019-01-18,banxico,international_reserves,"175,029.4",175029.4
2019-01-25,banxico,international_reserves,"175,155.9",175155.9
2019-02-01,banxico,international_reserves,"175,522.9",175522.9
2019-02-08,banxico,international_reserves,"175,511.0",175511.0
2019-02-15,banxico,international_reserves,"175,500.7",175500.7
2019-02-22,banxico,international_reserves,"175,693.9",175693.9
2019-03-01,banxico,international_reserves,"175,646.3",175646.3
2019-03-08,banxico,international_reserves,"175,767.4",175767.4
2019-03-15,banxico,international_reserves,"176,045.1",176045.1
2019-03-22,banxico,international_reserves,"176,475.9",176475.9
2019-03-29,banxico,international_reserves,"176,648.6",176648.6
2019-04-05,banxico,international_reserves,"176,466.3",176466.3
2019-04-12,banxico,international_reserves,"176,465.0",176465.0
2019-04-17,banxico,international_reserves,"176,455.2",176455.2
2019-04-26,banxico,international_reserves,"176,660.7",176660.7
2019-05-03,banxico,international_reserves,"176,695.7",176695.7
2019-05-10,banxico,international_reserves,"176,924.2",176924.2
2019-05-17,banxico,international_reserves,"177,090.9",177090.9
2019-05-24,banxico,international_reserves,"177,322.3",177322.3
2019-05-31,banxico,international_reserves,"177,855.9",177855.9
2019-06-07,banxico,international_reserves,"178,290.6",178290.6
2019-06-14,banxico,international_reserves,"178,298.7",178298.7
2019-06-21,banxico,international_reserves,"178,601.2",178601.2
2019-06-28,banxico,international_reserves,"178,867.6",178867.6
2019-07-05,banxico,international_reserves,"178,739.5",178739.5
2019-07-12,banxico,international_reserves,"178,754.8",178754.8
2019-07-19,banxico,international_reserves,"179,020.2",179020.2
2019-07-26,banxico,international_reserves,"178,920.9",178920.9
2019-08-02,banxico,international_reserves,"179,397.3",179397.3
2019-08-09,banxico,international_reserves,"179,814.8",179814.8
2019-08-16,banxico,international_reserves,"180,243.0",180243.0
2019-08-23,banxico,international_reserves,"180,263.4",180263.4
2019-08-30,banxico,international_reserves,"180,377.0",180377.0
2019-09-06,banxico,international_reserves,"180,456.0",180456.0
2019-09-13,banxico,international_reserves,"179,747.1",179747.1
2019-09-20,banxico,international_reserves,"180,019.2",180019.2
2019-09-27,banxico,international_reserves,"180,212.6",180212.6
2019-10-04,banxico,international_reserves,"180,796.1",180796.1
2019-10-11,banxico,international_reserves,"180,324.1",180324.1
2019-10-18,banxico,international_reserves,"180,461.9",180461.9
2019-10-25,banxico,international_reserves,"180,432.5",180432.5
2019-11-01,banxico,international_reserves,"180,727.5",180727.5
2019-11-08,banxico,international_reserves,"180,277.8",180277.8
2019-11-15,banxico,international_reserves,"180,566.9",180566.9
2019-11-22,banxico,international_reserves,"180,557.2",180557.2
2019-11-29,banxico,international_reserves,"180,597.3",180597.3
2019-12-06,banxico,international_reserves,"180,469.4",180469.4
2019-12-13,banxico,international_reserves,"180,616.4",180616.4
2019-12-20,banxico,international_reserves,"180,512.3",180512.3
2019-12-27,banxico,international_reserves,"180,749.5",180749.5
2020-01-03,banxico,international_reserves,"181,177.1",181177.1
2020-01-10,banxico,international_reserves,"181,132.9",181132.9
2020-01-17,banxico,international_reserves,"181,210.3",181210.3
2020-01-24,banxico,international_reserves,"182,402.5",182402.5
2020-01-31,banxico,international_reserves,"182,796.4",182796.4
2020-02-07,banxico,international_reserves,"182,602.9",182602.9
2020-02-14,banxico,international_reserves,"182,659.7",182659.7
2020-02-21,banxico,international_reserves,"183,336.9",183336.9
2020-02-28,banxico,international_reserves,"184,249.6",184249.6
2020-03-06,banxico,international_reserves,"185,570.9",185570.9
2020-03-13,banxico,international_reserves,"184,619.0",184619.0
2020-03-20,banxico,international_reserves,"184,174.5",184174.5
2020-03-27,banxico,international_reserves,"185,508.5",185508.5
2020-04-03,banxico,international_reserves,"185,556.9",185556.9
2020-04-08,banxico,international_reserves,"185,617.6",185617.6
2020-04-17,banxico,international_reserves,"185,942.8",185942.8
2020-04-24,banxico,international_reserves,"186,128.2",186128.2
2020-04-30,banxico,international_reserves,"186,655.4",186655.4
2020-05-08,banxico,international_reserves,"186,642.7",186642.7
2020-05-15,banxico,international_reserves,"186,921.9",186921.9
2020-05-22,banxico,international_reserves,"187,171.8",187171.8
2020-05-29,banxico,international_reserves,"187,315.6",187315.6
2020-06-05,banxico,international_reserves,"187,247.2",187247.2
2020-06-12,banxico,international_reserves,"188,105.2",188105.2
2020-06-19,banxico,international_reserves,"188,276.6",188276.6
2020-06-26,banxico,international_reserves,"188,941.5",188941.5
2020-07-03,banxico,international_reserves,"190,546.3",190546.3
2020-07-10,banxico,international_reserves,"191,121.8",191121.8
2020-07-17,banxico,international_reserves,"191,468.4",191468.4
2020-07-24,banxico,international_reserves,"192,292.2",192292.2
2020-07-31,banxico,international_reserves,"192,605.6",192605.6
2020-08-07,banxico,international_reserves,"192,653.7",192653.7
2020-08-14,banxico,international_reserves,"192,531.0",192531.0
2020-08-21,banxico,international_reserves,"193,130.3",193130.3
2020-08-28,banxico,international_reserves,"193,267.1",193267.1
2020-09-04,banxico,international_reserves,"193,250.6",193250.6
2020-09-11,banxico,international_reserves,"193,315.5",193315.5
2020-09-18,banxico,international_reserves,"193,795.8",193795.8
2020-09-25,banxico,international_reserves,"193,883.1",193883.1
2020-10-02,banxico,international_reserves,"193,991.1",193991.1
2020-10-09,banxico,international_reserves,"194,026.0",194026.0
2020-10-16,banxico,international_reserves,"194,029.3",194029.3
2020-10-23,banxico,international_reserves,"194,471.0",194471.0
2020-10-30,banxico,international_reserves,"194,351.1",194351.1
2020-11-06,banxico,international_reserves,"194,698.3",194698.3
2020-11-13,banxico,international_reserves,"194,360.8",194360.8
2020-11-20,banxico,international_reserves,"194,379.8",194379.8
2020-11-27,banxico,international_reserves,"194,287.8",194287.8
2020-12-04,banxico,international_reserves,"194,359.1",194359.1
2020-12-11,banxico,international_reserves,"195,340.6",195340.6
2020-12-18,banxico,international_reserves,"195,441.2",195441.2
2020-12-24,banxico,international_reserves,"195,479.1",195479.1
2020-12-31,banxico,international_reserves,"195,667.2",195667.2
2021-01-08,banxico,international_reserves,"195,517.8",195517.8
2021-01-15,banxico,international_reserves,"195,438.1",195438.1
2021-01-22,banxico,international_reserves,"195,957.2",195957.2
2021-01-29,banxico,international_reserves,"195,946.1",195946.1
2021-02-05,banxico,international_reserves,"195,726.3",195726.3
2021-02-12,banxico,international_reserves,"195,812.1",195812.1
2021-02-19,banxico,international_reserves,"195,609.5",195609.5
2021-02-26,banxico,international_reserves,"195,269.5",195269.5
2021-03-05,banxico,international_reserves,"195,056.8",195056.8
2021-03-12,banxico,international_reserves,"194,973.5",194973.5
2021-03-19,banxico,international_reserves,"194,938.5",194938.5
2021-03-26,banxico,international_reserves,"194,933.5",194933.5
2021-03-31,banxico,international_reserves,"194,774.2",194774.2
2021-04-09,banxico,international_reserves,"195,002.2",195002.2
2021-04-16,banxico,international_reserves,"195,246.7",195246.7
2021-04-23,banxico,international_reserves,"195,373.1",195373.1
2021-04-30,banxico,international_reserves,"195,267.6",195267.6
2021-05-07,banxico,international_reserves,"195,129.1",195129.1
2021-05-14,banxico,international_reserves,"194,645.0",194645.0
2021-05-21,banxico,international_reserves,"194,380.9",194380.9
2021-05-28,banxico,international_reserves,"194,168.7",194168.7
2021-06-04,banxico,international_reserves,"193,769.9",193769.9
2021-06-11,banxico,international_reserves,"193,467.4",193467.4
2021-06-18,banxico,international_reserves,"192,826.9",192826.9
2021-06-25,banxico,international_reserves,"192,886.0",192886.0
2021-07-02,banxico,international_reserves,"193,020.4",193020.4
2021-07-09,banxico,international_reserves,"193,188.2",193188.2
2021-07-16,banxico,international_reserves,"193,231.4",193231.4
2021-07-23,banxico,international_reserves,"193,215.1",193215.1
2021-07-30,banxico,international_reserves,"193,423.7",193423.7
2021-08-06,banxico,international_reserves,"193,278.4",193278.4
2021-08-13,banxico,international_reserves,"193,213.6",193213.6
2021-08-20,banxico,international_reserves,"193,153.7",193153.7
2021-08-27,banxico,international_reserves,"205,391.4",205391.4
2021-09-03,banxico,international_reserves,"205,559.0",205559.0
2021-09-10,banxico,international_reserves,"198,537.8",198537.8
2021-09-17,banxico,international_reserves,"198,401.6",198401.6
2021-09-24,banxico,international_reserves,"198,216.0",198216.0
2021-10-01,banxico,international_reserves,"198,560.2",198560.2
2021-10-08,banxico,international_reserves,"198,482.1",198482.1
2021-10-15,banxico,international_reserves,"198,522.3",198522.3
2021-10-22,banxico,international_reserves,"198,545.7",198545.7
2021-10-29,banxico,international_reserves,"198,850.4",198850.4
2021-11-05,banxico,international_reserves,"198,919.7",198919.7
2021-11-12,banxico,international_reserves,"198,788.1",198788.1
2021-11-19,banxico,international_reserves,"198,585.8",198585.8
2021-11-26,banxico,international_reserves,"199,310.1",199310.1
2021-12-03,banxico,international_reserves,"199,993.0",199993.0
2021-12-10,banxico,international_reserves,"201,440.6",201440.6
2021-12-17,banxico,international_reserves,"202,303.4",202303.4
2021-12-24,banxico,international_reserves,"202,273.5",202273.5
2021-12-31,banxico,international_reserves,"202,399.2",202399.2
2022-01-07,banxico,international_reserves,"201,952.8",201952.8
2022-01-14,banxico,international_reserves,"202,099.7",202099.7
2022-01-21,banxico,international_reserves,"201,995.6",201995.6
2022-01-28,banxico,international_reserves,"201,583.4",201583.4
