series_key,window_type,window_label,stat_name,value,ci_low,ci_high,p_value,skip_reason,p_value_adjusted,flag_significant
international_reserves,since_last_break,2024-10 to 2026-09,early_warning_skipped,,,,,Only 101 observations in this window; need at least ~164 for a stable trend estimate.,,False
m1,full_history,2000-12 to 2026-07,mean,3233102108.8005195,2962346131.113978,3511210645.3498907,,,,False
m1,full_history,2000-12 to 2026-07,median,2262072493.0150003,2034978401.692125,2887393058.55,,,,False
m1,full_history,2000-12 to 2026-07,std,2447584783.621981,,,,,,False
m1,full_history,2000-12 to 2026-07,min,509701873.04,,,,,,False
m1,full_history,2000-12 to 2026-07,max,8827047837.39,,,,,,False
m1,full_history,2000-12 to 2026-07,latest_value,8756031945.4,,,,,,False
m1,full_history,2000-12 to 2026-07,z_score,2.256481521521206,2.0442362236378426,2.5164969012427214,0.024040491275548526,,0.05833354500684569,False
m1,full_history,2000-12 to 2026-07,percentile_rank,99.18831168831169,98.05194805194805,100.0,,,,False
m1,full_history,2000-12 to 2026-07,change_zscore,0.3747906622611435,0.24154862465882967,0.5358020580004038,0.7078161593734691,,0.8463019296856696,False
m1,full_history,2000-12 to 2026-07,volatility_zscore,1.4936441047181885,1.3092511386839119,1.7328014401580687,0.13526866518661973,,0.25952709018363085,False
m1,full_history,2000-12 to 2026-07,skewness,0.7724127575658468,0.5767977207058335,0.9667344773684468,,,,False
m1,full_history,2000-12 to 2026-07,excess_kurtosis,-0.6701979915050229,-1.019019913215845,-0.2305906521796626,,,,False
m1,full_history,2000-12 to 2026-07,jarque_bera_normality,36.24152780214615,,,1.3497465618712802e-08,,4.7384719725268345e-08,True
m1,full_history,2000-12 to 2026-07,ac1_trend_tau,0.3464294539164814,,,2.805667752057633e-18,,1.4933392873855144e-17,True
m1,full_history,2000-12 to 2026-07,variance_trend_tau,0.7575488015814184,,,4.819258578597415e-81,,7.951776654685734e-80,True
m1,full_history,2000-12 to 2026-07,critical_slowing_down_flag,1.0,,,2.805667752057633e-18,,1.4933392873855144e-17,True
m1,rolling_10y,2016-07 to 2026-07,mean,5886474161.035702,5601099920.171231,6182787792.875178,,,,False
m1,rolling_10y,2016-07 to 2026-07,median,5854176324.51,5244100368.54,6436513271.79,,,,False
m1,rolling_10y,2016-07 to 2026-07,std,1638028004.141637,,,,,,False
m1,rolling_10y,2016-07 to 2026-07,min,3456182318.39,,,,,,False
m1,rolling_10y,2016-07 to 2026-07,max,8827047837.39,,,,,,False
m1,rolling_10y,2016-07 to 2026-07,latest_value,8756031945.4,,,,,,False
m1,rolling_10y,2016-07 to 2026-07,z_score,1.7518368288630142,1.5263715535250948,2.02125824998976,0.07980186943656631,,0.1755641127604459,False
m1,rolling_10y,2016-07 to 2026-07,percentile_rank,97.93388429752066,95.45454545454545,100.0,,,,False
m1,rolling_10y,2016-07 to 2026-07,change_zscore,0.1177652603886673,-0.055783824122679515,0.29983945755699903,0.9062536561492573,,0.9837621925304438,False
m1,rolling_10y,2016-07 to 2026-07,volatility_zscore,0.6240042348772868,0.4379418474322628,0.8506493781438873,0.5326248038929111,,0.7221744395236941,False
m1,rolling_10y,2016-07 to 2026-07,skewness,0.19142564503091045,-0.0803642771506619,0.4836741261329689,,,,False
m1,rolling_10y,2016-07 to 2026-07,excess_kurtosis,-1.28745138586563,-1.4687716755415479,-0.9986070518366095,,,,False
m1,rolling_10y,2016-07 to 2026-07,jarque_bera_normality,9.033245095390788,,,0.010925863003167093,,0.02816824055504016,True
m1,rolling_10y,2016-07 to 2026-07,ac1_trend_tau,0.08899642331159269,,,0.19417951294698854,,0.3450358745092929,False
m1,rolling_10y,2016-07 to 2026-07,variance_trend_tau,0.26488533557753,,,0.0001114317271509948,,0.00034691009396064414,True
m1,rolling_10y,2016-07 to 2026-07,critical_slowing_down_flag,0.0,,,,,,False
m1,since_last_break,2024-10 to 2026-07,mean,8314764251.7,8180846420.856341,8458663599.286909,,,,False
m1,since_last_break,2024-10 to 2026-07,median,8187703076.63,8099833824.832125,8590934162.54,,,,False
m1,since_last_break,2024-10 to 2026-07,std,325997613.72422844,,,,,,False
m1,since_last_break,2024-10 to 2026-07,min,7667574679.44,,,,,,False
m1,since_last_break,2024-10 to 2026-07,max,8827047837.39,,,,,,False
m1,since_last_break,2024-10 to 2026-07,latest_value,8756031945.4,,,,,,False
m1,since_last_break,2024-10 to 2026-07,z_score,1.3535917906236024,0.9444258160221829,2.123641586934523,0.17586664745455138,,0.3260449082022582,False
m1,since_last_break,2024-10 to 2026-07,percentile_rank,88.63636363636364,75.0,100.00000000000001,,,,False
m1,since_last_break,2024-10 to 2026-07,change_zscore,0.03643709899812323,-0.3945312648955764,0.5813462039228334,0.9709338330863253,,0.997259464683621,False
m1,since_last_break,2024-10 to 2026-07,volatility_zscore,0.6236720590133532,0.1998063136520464,1.2043601922364273,0.5328429764218789,,0.7221744395236941,False
m1,since_last_break,2024-10 to 2026-07,skewness,0.06698483665649711,-0.6372231555450192,0.9959084671698628,,,,False
m1,since_last_break,2024-10 to 2026-07,excess_kurtosis,-1.0563457320374485,-1.8335054320653044,0.5799782020581253,,,,False
m1,since_last_break,2024-10 to 2026-07,jarque_bera_normality,1.1072342906409944,,,0.5748666688577855,,0.7521857001993398,False
m1,since_last_break,2024-10 to 2026-07,early_warning_skipped,,,,,Only 22 observations in this window; need at least ~84 for a stable trend estimate.,,False
m2,full_history,2000-12 to 2026-07,mean,6802463693.014642,6321336453.357196,7292785193.108753,,,,False
m2,full_history,2000-12 to 2026-07,median,5577681123.795,5059512476.315,6483423543.22,,,,False
m2,full_history,2000-12 to 2026-07,std,4245019852.07214,,,,,,False
m2,full_history,2000-12 to 2026-07,min,1776421087.96,,,,,,False
m2,full_history,2000-12 to 2026-07,max,16988915062.14,,,,,,False
m2,full_history,2000-12 to 2026-07,latest_value,16988915062.14,,,,,,False
m2,full_history,2000-12 to 2026-07,z_score,2.3996239650452993,2.174819313347704,2.67801466864791,0.01641192170338246,,0.04102980425845615,True
m2,full_history,2000-12 to 2026-07,percentile_rank,99.83766233766234,99.51298701298701,100.0,,,,False
m2,full_history,2000-12 to 2026-07,change_zscore,1.1077377171419147,0.9176617512879751,1.3677922845078228,0.2679751052848529,,0.4292805084660265,False
m2,full_history,2000-12 to 2026-07,volatility_zscore,1.2974547477758152,1.1171252136626795,1.5289683827768674,0.19447476563251054,,0.3450358745092929,False
m2,full_history,2000-12 to 2026-07,skewness,0.7765920434798133,0.5922938307513207,0.962725836538131,,,,False
m2,full_history,2000-12 to 2026-07,excess_kurtosis,-0.46275056951518145,-0.8285168184775806,-0.017242608873484482,,,,False
m2,full_history,2000-12 to 2026-07,jarque_bera_normality,33.54940862244294,,,5.1860712852463273e-08,,1.782712004303425e-07,True
m2,full_history,2000-12 to 2026-07,ac1_trend_tau,0.3762293056585125,,,2.8239167433540267e-21,,1.7257268987163497e-20,True
m2,full_history,2000-12 to 2026-07,variance_trend_tau,0.8011366444279713,,,2.0590370275880093e-90,,3.774901217244684e-89,True
m2,full_history,2000-12 to 2026-07,critical_slowing_down_flag,1.0,,,2.8239167433540267e-21,,1.7257268987163497e-20,True
m2,rolling_10y,2016-07 to 2026-07,mean,11311775706.581734,10809494392.936773,11850987536.864355,,,,False
m2,rolling_10y,2016-07 to 2026-07,median,10687510701.45,10123059226.98,11641724836.25,,,,False
m2,rolling_10y,2016-07 to 2026-07,std,2940037769.590881,,,,,,False
m2,rolling_10y,2016-07 to 2026-07,min,7116798712.91,,,,,,False
m2,rolling_10y,2016-07 to 2026-07,max,16988915062.14,,,,,,False
m2,rolling_10y,2016-07 to 2026-07,latest_value,16988915062.14,,,,,,False
m2,rolling_10y,2016-07 to 2026-07,z_score,1.9309749739535709,1.6629994703538595,2.2636198564732655,0.05348614735964685,,0.12257242103252404,False
m2,rolling_10y,2016-07 to 2026-07,percentile_rank,99.58677685950414,98.7603305785124,100.0,,,,False
m2,rolling_10y,2016-07 to 2026-07,change_zscore,0.5585586687826737,0.3643178174521289,0.7839563217340809,0.5764629541079898,,0.7521857001993398,False
m2,rolling_10y,2016-07 to 2026-07,volatility_zscore,0.3871909683108387,0.20342661541157425,0.607596506957877,0.6986148359558544,,0.8463019296856696,False
m2,rolling_10y,2016-07 to 2026-07,skewness,0.41203550047657306,0.140029467369507,0.7048173256340102,,,,False
m2,rolling_10y,2016-07 to 2026-07,excess_kurtosis,-1.073740430277049,-1.3691494695981068,-0.5739302956945139,,,,False
m2,rolling_10y,2016-07 to 2026-07,jarque_bera_normality,9.209496013003132,,,0.01000422268616827,,0.02620153560663118,True
m2,rolling_10y,2016-07 to 2026-07,ac1_trend_tau,0.5623816536924048,,,2.320570026841538e-16,,1.0939830126538678e-15,True
m2,rolling_10y,2016-07 to 2026-07,variance_trend_tau,0.6856722070271407,,,1.4807570633094762e-23,,9.772996617842543e-23,True
m2,rolling_10y,2016-07 to 2026-07,critical_slowing_down_flag,1.0,,,2.320570026841538e-16,,1.0939830126538678e-15,True
m2,since_last_break,2024-10 to 2026-07,mean,15998277989.719545,15746194763.236286,16256128004.378452,,,,False
m2,since_last_break,2024-10 to 2026-07,median,15930620300.86,15655268115.325,16385639640.77,,,,False
m2,since_last_break,2024-10 to 2026-07,std,600257581.7254719,,,,,,False
m2,since_last_break,2024-10 to 2026-07,min,14796447103.8,,,,,,False
m2,since_last_break,2024-10 to 2026-07,max,16988915062.14,,,,,,False
m2,since_last_break,2024-10 to 2026-07,latest_value,16988915062.14,,,,,,False
m2,since_last_break,2024-10 to 2026-07,z_score,1.650353285955699,1.254192565738824,2.4474146855918586,0.09887069960173256,,0.2028676354630004,False
m2,since_last_break,2024-10 to 2026-07,percentile_rank,97.72727272727273,93.18181818181819,100.00000000000001,,,,False
m2,since_last_break,2024-10 to 2026-07,change_zscore,0.2652407345980712,-0.16843560541210242,0.7801517680775102,0.7908240166345921,,0.8999031913428117,False
m2,since_last_break,2024-10 to 2026-07,volatility_zscore,0.9518204999663544,0.594370793436994,1.5448846954215107,0.34118802356606714,,0.5117820353491007,False
m2,since_last_break,2024-10 to 2026-07,skewness,-0.09069885785691287,-0.7621295703176032,0.676460606808116,,,,False
m2,since_last_break,2024-10 to 2026-07,excess_kurtosis,-0.7791770586096338,-1.5125804974897494,0.546913237455504,,,,False
m2,since_last_break,2024-10 to 2026-07,jarque_bera_normality,0.726153338083333,,,0.6955331055981682,,0.8463019296856696,False
m2,since_last_break,2024-10 to 2026-07,early_warning_skipped,,,,,Only 22 observations in this window; need at least ~84 for a stable trend estimate.,,False
quarterly_gdp,full_history,1980-03 to 2026-06,mean,17836400.21161828,17147089.411132123,18508593.968530644,,,,False
quarterly_gdp,full_history,1980-03 to 2026-06,median,18018841.277000003,17064809.847999997,19292209.618,,,,False
quarterly_gdp,full_history,1980-03 to 2026-06,std,4883970.674058403,,,,,,False
quarterly_gdp,full_history,1980-03 to 2026-06,min,10342350.0,,,,,,False
quarterly_gdp,full_history,1980-03 to 2026-06,max,26144132.442,,,,,,False
quarterly_gdp,full_history,1980-03 to 2026-06,latest_value,26144132.442,,,,,,False
quarterly_gdp,full_history,1980-03 to 2026-06,z_score,1.7010200889429785,1.5403376365535688,1.894362389995888,0.08893921497806478,,0.19058403209585312,False
quarterly_gdp,full_history,1980-03 to 2026-06,percentile_rank,99.73118279569891,99.19354838709677,100.0,,,,False
quarterly_gdp,full_history,1980-03 to 2026-06,change_zscore,1.7340408632755788,1.402895504603608,2.246819032427712,0.08291083298340607,,0.18000378213502632,False
quarterly_gdp,full_history,1980-03 to 2026-06,volatility_zscore,-0.49142526969771433,-0.5923976879555616,-0.3910271672549192,0.62312569517219,,0.7908903054108565,False
quarterly_gdp,full_history,1980-03 to 2026-06,skewness,0.002654581322067119,-0.2042213620297189,0.22067857277279013,,,,False
quarterly_gdp,full_history,1980-03 to 2026-06,excess_kurtosis,-1.3727606501398208,-1.4937027555005484,-1.185683916514291,,,,False
quarterly_gdp,full_history,1980-03 to 2026-06,jarque_bera_normality,14.508431950569719,,,0.0007071866137896415,,0.0020118239875050146,True
quarterly_gdp,full_history,1980-03 to 2026-06,ac1_trend_tau,-0.25855250768941057,,,2.7690786504680063e-07,,9.324448516882061e-07,True
quarterly_gdp,full_history,1980-03 to 2026-06,variance_trend_tau,0.3506998932898123,,,3.1721890149676517e-12,,1.2766126523650307e-11,True
quarterly_gdp,full_history,1980-03 to 2026-06,critical_slowing_down_flag,0.0,,,,,,False
quarterly_gdp,rolling_10y,2016-06 to 2026-06,mean,24203090.352487806,23800871.722896338,24558615.796016466,,,,False
quarterly_gdp,rolling_10y,2016-06 to 2026-06,median,24289379.479,23790581.652000003,24605265.729,,,,False
quarterly_gdp,rolling_10y,2016-06 to 2026-06,std,1231942.6886771359,,,,,,False
quarterly_gdp,rolling_10y,2016-06 to 2026-06,min,19252739.685,,,,,,False
quarterly_gdp,rolling_10y,2016-06 to 2026-06,max,26144132.442,,,,,,False
quarterly_gdp,rolling_10y,2016-06 to 2026-06,latest_value,26144132.442,,,,,,False
quarterly_gdp,rolling_10y,2016-06 to 2026-06,z_score,1.575594471522448,1.215507366099885,2.37790788993939,0.11511929104470675,,0.2234668590867837,False
quarterly_gdp,rolling_10y,2016-06 to 2026-06,percentile_rank,98.78048780487805,96.34146341463415,100.0,,,,False
quarterly_gdp,rolling_10y,2016-06 to 2026-06,change_zscore,1.0528952988249307,0.7383468593114436,1.7485226255204136,0.29238898097290833,,0.45513379113707425,False
quarterly_gdp,rolling_10y,2016-06 to 2026-06,volatility_zscore,-0.8407324433376198,-1.1529818308616555,-0.604975469694363,0.40049784095215246,,0.5847977323637624,False
quarterly_gdp,rolling_10y,2016-06 to 2026-06,skewness,-1.4849657433548535,-2.232102652461379,0.5469973025361238,,,,False
quarterly_gdp,rolling_10y,2016-06 to 2026-06,excess_kurtosis,5.360072094885901,-1.1418620569117208,8.801698345628774,,,,False
quarterly_gdp,rolling_10y,2016-06 to 2026-06,jarque_bera_normality,49.89564681465111,,,1.463180682250635e-11,,5.486927558439882e-11,True
quarterly_gdp,rolling_10y,2016-06 to 2026-06,early_warning_skipped,,,,,Only 41 observations in this window; need at least ~68 for a stable trend estimate.,,False
quarterly_gdp,since_last_break,2018-12 to 2026-06,mean,24349417.025322575,23839384.678072583,24773875.47875968,,,,False
quarterly_gdp,since_last_break,2018-12 to 2026-06,median,24356643.155000005,24024906.35,25052395.778999995,,,,False
quarterly_gdp,since_last_break,2018-12 to 2026-06,std,1369823.8782731737,,,,,,False
quarterly_gdp,since_last_break,2018-12 to 2026-06,min,19252739.685,,,,,,False
quarterly_gdp,since_last_break,2018-12 to 2026-06,max,26144132.442,,,,,,False
quarterly_gdp,since_last_break,2018-12 to 2026-06,latest_value,26144132.442,,,,,,False
quarterly_gdp,since_last_break,2018-12 to 2026-06,z_score,1.3101796845152673,1.0189535298324113,2.03454804254381,0.19013505663688157,,0.34475037741852155,False
quarterly_gdp,since_last_break,2018-12 to 2026-06,percentile_rank,98.38709677419354,95.16129032258064,100.0,,,,False
quarterly_gdp,since_last_break,2018-12 to 2026-06,change_zscore,0.9614565565593516,0.6449256179158908,1.6821835161356644,0.3363226590452122,,0.5091122820409175,False
quarterly_gdp,since_last_break,2018-12 to 2026-06,volatility_zscore,-1.1921459002971788,-1.6923991799995717,-0.8739659991690351,0.23320404187873134,,0.39668728773186257,False
quarterly_gdp,since_last_break,2018-12 to 2026-06,skewness,-1.7664340208222011,-2.4371160384432593,0.16455976814242443,,,,False
quarterly_gdp,since_last_break,2018-12 to 2026-06,excess_kurtosis,5.30972580495297,-1.17405357347612,9.047498606634385,,,,False
quarterly_gdp,since_last_break,2018-12 to 2026-06,jarque_bera_normality,38.50208662590805,,,4.358912170243653e-09,,1.5635228436743536e-08,True
quarterly_gdp,since_last_break,2018-12 to 2026-06,early_warning_skipped,,,,,Only 31 observations in this window; need at least ~68 for a stable trend estimate.,,False
target_rate,full_history,2008-01 to 2026-09,mean,6.188561215370867,6.128792448614834,6.248314156985404,,,,False
target_rate,full_history,2008-01 to 2026-09,median,5.5,5.25,5.75,,,,False
target_rate,full_history,2008-01 to 2026-09,std,2.439195204599336,,,,,,False
target_rate,full_history,2008-01 to 2026-09,min,3.0,,,,,,False
target_rate,full_history,2008-01 to 2026-09,max,11.25,,,,,,False
target_rate,full_history,2008-01 to 2026-09,latest_value,6.5,,,,,,False
target_rate,full_history,2008-01 to 2026-09,z_score,0.12768095970420304,0.1026797253808649,0.1536844237124581,0.8984014587033802,,0.9837621925304438,False
target_rate,full_history,2008-01 to 2026-09,percentile_rank,55.55555555555556,54.38635686624963,56.73220137027108,,,,False
target_rate,full_history,2008-01 to 2026-09,change_zscore,0.0034347584094494604,-0.020425694670344954,0.027869763589915983,0.997259464683621,,0.997259464683621,False
target_rate,full_history,2008-01 to 2026-09,volatility_zscore,-0.32365603683451294,-0.3355472271761784,-0.31164837609260354,0.7461984581925563,,0.8749477317750508,False
target_rate,full_history,2008-01 to 2026-09,skewness,0.6093733474748638,0.5716243134798525,0.6464843954986109,,,,False
target_rate,full_history,2008-01 to 2026-09,excess_kurtosis,-0.6882834208137236,-0.7512005592909254,-0.6250501183685709,,,,False
target_rate,full_history,2008-01 to 2026-09,jarque_bera_normality,548.0130755983062,,,1.0010888595159025e-119,,2.064745772751549e-118,True
target_rate,full_history,2008-01 to 2026-09,ac1_trend_tau,0.24794673111651427,,,3.725112365814554e-162,,1.2292870807188028e-160,True
target_rate,full_history,2008-01 to 2026-09,variance_trend_tau,0.3645621616647251,,,0.0,,0.0,True
target_rate,full_history,2008-01 to 2026-09,critical_slowing_down_flag,1.0,,,3.725112365814554e-162,,1.2292870807188028e-160,True
target_rate,rolling_10y,2016-09 to 2026-09,mean,7.6390414721230435,7.562268264213128,7.7078464020873385,,,,False
target_rate,rolling_10y,2016-09 to 2026-09,median,7.5,7.5,7.5,,,,False
target_rate,rolling_10y,2016-09 to 2026-09,std,2.1816179318918603,,,,,,False
target_rate,rolling_10y,2016-09 to 2026-09,min,4.0,,,,,,False
target_rate,rolling_10y,2016-09 to 2026-09,max,11.25,,,,,,False
target_rate,rolling_10y,2016-09 to 2026-09,latest_value,6.5,,,,,,False
target_rate,rolling_10y,2016-09 to 2026-09,z_score,-0.5221085944848679,-0.5538260448588987,-0.48917714990786315,0.6015947228245959,,0.7694816222175064,False
target_rate,rolling_10y,2016-09 to 2026-09,percentile_rank,28.23400164789893,26.847020049436967,29.648448228508652,,,,False
target_rate,rolling_10y,2016-09 to 2026-09,change_zscore,-0.012473775646186272,-0.0433087267695146,0.020518830875668765,0.9900476250877517,,0.997259464683621,False
target_rate,rolling_10y,2016-09 to 2026-09,volatility_zscore,-0.3933558443963672,-0.41131126424241043,-0.3764838543927721,0.6940566775851624,,0.8463019296856696,False
target_rate,rolling_10y,2016-09 to 2026-09,skewness,0.1760812377999294,0.13637846889697833,0.21578509128376622,,,,False
target_rate,rolling_10y,2016-09 to 2026-09,excess_kurtosis,-0.867711552892819,-0.932754915817593,-0.7968191745534328,,,,False
target_rate,rolling_10y,2016-09 to 2026-09,jarque_bera_normality,133.1440409618288,,,1.2250078056222527e-29,,8.421928663652988e-29,True
target_rate,rolling_10y,2016-09 to 2026-09,ac1_trend_tau,0.15317615167553497,,,7.239892566723423e-38,,5.688487016711261e-37,True
target_rate,rolling_10y,2016-09 to 2026-09,variance_trend_tau,0.1851273989272099,,,1.7285247877307296e-54,,1.9013772665038026e-53,True
target_rate,rolling_10y,2016-09 to 2026-09,critical_slowing_down_flag,1.0,,,7.239892566723423e-38,,5.688487016711261e-37,True
target_rate,since_last_break,2024-10 to 2026-09,mean,8.034507042253521,7.940484154929577,8.135211267605634,,,,False
target_rate,since_last_break,2024-10 to 2026-09,median,7.75,7.5,7.75,,,,False
target_rate,since_last_break,2024-10 to 2026-09,std,1.3559951911206907,,,,,,False
target_rate,since_last_break,2024-10 to 2026-09,min,6.5,,,,,,False
target_rate,since_last_break,2024-10 to 2026-09,max,10.5,,,,,,False
target_rate,since_last_break,2024-10 to 2026-09,latest_value,6.5,,,,,,False
target_rate,since_last_break,2024-10 to 2026-09,z_score,-1.1316463747819752,-1.1951551281761545,-1.0762571026301386,0.25778313494768246,,0.41912987250471323,False
target_rate,since_last_break,2024-10 to 2026-09,percentile_rank,8.943661971830986,7.464788732394367,10.352112676056338,,,,False
target_rate,since_last_break,2024-10 to 2026-09,change_zscore,0.1235027098317348,0.08699802347850721,0.15797227643920714,0.9017090285849747,,0.9837621925304438,False
target_rate,since_last_break,2024-10 to 2026-09,volatility_zscore,-0.437266313249213,-0.476690109960022,-0.4004006284332679,0.6619182227404574,,0.8311069108765018,False
target_rate,since_last_break,2024-10 to 2026-09,skewness,0.5278178160805235,0.4031713432689092,0.6489942206141801,,,,False
target_rate,since_last_break,2024-10 to 2026-09,excess_kurtosis,-1.1525957670716793,-1.3143256737676317,-0.9554191471615313,,,,False
target_rate,since_last_break,2024-10 to 2026-09,jarque_bera_normality,72.15127488270754,,,2.1505509100542695e-16,,1.0752754550271347e-15,True
target_rate,since_last_break,2024-10 to 2026-09,ac1_trend_tau,-0.8839641667839221,,,8.259667678715278e-80,,1.2389501518072918e-78,True
target_rate,since_last_break,2024-10 to 2026-09,variance_trend_tau,-1.0,,,0.0,,0.0,True
target_rate,since_last_break,2024-10 to 2026-09,critical_slowing_down_flag,0.0,,,,,,False
unemployment_rate,full_history,2005-01 to 2026-07,mean,3.9488473548075396,3.834388020691036,4.06228772673573,,,,False
unemployment_rate,full_history,2005-01 to 2026-07,median,3.791441867868525,3.666318455519311,3.976181350818605,,,,False
unemployment_rate,full_history,2005-01 to 2026-07,std,0.9309631280668981,,,,,,False
unemployment_rate,full_history,2005-01 to 2026-07,min,2.2221963213598066,,,,,,False
unemployment_rate,full_history,2005-01 to 2026-07,max,6.342018792731065,,,,,,False
unemployment_rate,full_history,2005-01 to 2026-07,latest_value,2.8982326357215595,,,,,,False
unemployment_rate,full_history,2005-01 to 2026-07,z_score,-1.1285245219835214,-1.2617419582339344,-1.0111980343189841,0.25909846663927727,,0.41912987250471323,False
unemployment_rate,full_history,2005-01 to 2026-07,percentile_rank,14.092664092664092,10.038610038610038,18.33976833976834,,,,False
unemployment_rate,full_history,2005-01 to 2026-07,change_zscore,0.011098866859425738,-0.10259493173880554,0.14038404774121777,0.9911445673000159,,0.997259464683621,False
unemployment_rate,full_history,2005-01 to 2026-07,volatility_zscore,-0.8852330967047717,-0.9931544237742406,-0.7984651517049426,0.3760309252913052,,0.5589648889465347,False
unemployment_rate,full_history,2005-01 to 2026-07,skewness,0.28457447279532183,0.0895235262159789,0.4784685734827895,,,,False
unemployment_rate,full_history,2005-01 to 2026-07,excess_kurtosis,-0.843615611088544,-1.0988814940623635,-0.5103081186167918,,,,False
unemployment_rate,full_history,2005-01 to 2026-07,jarque_bera_normality,11.26136154271805,,,0.003586133159402707,,0.010029016462736384,True
unemployment_rate,full_history,2005-01 to 2026-07,ac1_trend_tau,0.09116480346195455,,,0.03704396926580216,,0.08608809758954024,False
unemployment_rate,full_history,2005-01 to 2026-07,variance_trend_tau,-0.20367832672196173,,,3.179295915592374e-06,,1.0491676521454834e-05,True
unemployment_rate,full_history,2005-01 to 2026-07,critical_slowing_down_flag,0.0,,,,,,False
unemployment_rate,rolling_10y,2016-07 to 2026-07,mean,3.3355511596864913,3.2157616721830538,3.46011511038351,,,,False
unemployment_rate,rolling_10y,2016-07 to 2026-07,median,3.29998771095477,3.1298697993325346,3.4182225857059687,,,,False
unemployment_rate,rolling_10y,2016-07 to 2026-07,std,0.6748725023461503,,,,,,False
unemployment_rate,rolling_10y,2016-07 to 2026-07,min,2.2221963213598066,,,,,,False
unemployment_rate,rolling_10y,2016-07 to 2026-07,max,5.492159073268,,,,,,False
unemployment_rate,rolling_10y,2016-07 to 2026-07,latest_value,2.8982326357215595,,,,,,False
unemployment_rate,rolling_10y,2016-07 to 2026-07,z_score,-0.6480016928303086,-0.8139530082793277,-0.5068553097590331,0.5169838553859876,,0.7168263541066214,False
unemployment_rate,rolling_10y,2016-07 to 2026-07,percentile_rank,28.51239669421488,20.24793388429752,36.77685950413223,,,,False
unemployment_rate,rolling_10y,2016-07 to 2026-07,change_zscore,0.02532703703903569,-0.13573180017588957,0.23575866882395102,0.9797941084066084,,0.997259464683621,False
unemployment_rate,rolling_10y,2016-07 to 2026-07,volatility_zscore,-0.5337596885297273,-0.6444845693535801,-0.43025453477670267,0.5935078070123856,,0.7650686574769033,False
unemployment_rate,rolling_10y,2016-07 to 2026-07,skewness,0.9363179591112988,0.5093765832232354,1.2717187971120336,,,,False
unemployment_rate,rolling_10y,2016-07 to 2026-07,excess_kurtosis,0.9395856836692698,-0.1639936068674543,2.1172273190112874,,,,False
unemployment_rate,rolling_10y,2016-07 to 2026-07,jarque_bera_normality,20.902803865051084,,,2.890771820670971e-05,,9.352497066876671e-05,True
unemployment_rate,rolling_10y,2016-07 to 2026-07,ac1_trend_tau,0.0738480959394067,,,0.2813354326657319,,0.44634948451774775,False
unemployment_rate,rolling_10y,2016-07 to 2026-07,variance_trend_tau,-0.18451504313065434,,,0.00710726691140078,,0.01922457443247752,True
unemployment_rate,rolling_10y,2016-07 to 2026-07,critical_slowing_down_flag,0.0,,,,,,False
unemployment_rate,since_last_break,2024-10 to 2026-07,mean,2.638613281976814,2.5600102436478327,2.7180011027714777,,,,False
unemployment_rate,since_last_break,2024-10 to 2026-07,median,2.6512258940856213,2.5252630563415943,2.7309424093188364,,,,False
unemployment_rate,since_last_break,2024-10 to 2026-07,std,0.19515239024209155,,,,,,False
unemployment_rate,since_last_break,2024-10 to 2026-07,min,2.2221963213598066,,,,,,False
unemployment_rate,since_last_break,2024-10 to 2026-07,max,2.978907435146665,,,,,,False
unemployment_rate,since_last_break,2024-10 to 2026-07,latest_value,2.8982326357215595,,,,,,False
unemployment_rate,since_last_break,2024-10 to 2026-07,z_score,1.33034165465604,0.9230066943081066,2.017873643066858,0.18340572869282346,,0.33624383593684304,False
unemployment_rate,since_last_break,2024-10 to 2026-07,percentile_rank,84.0909090909091,68.18181818181819,95.45454545454547,,,,False
unemployment_rate,since_last_break,2024-10 to 2026-07,change_zscore,-0.09096545071953868,-0.5629114055357628,0.3570337636135426,0.9275200435357103,,0.9937714752168324,False
unemployment_rate,since_last_break,2024-10 to 2026-07,volatility_zscore,0.7886472404027013,0.3954555041305823,1.3802870628828687,0.43031821220725597,,0.6017161441881121,False
unemployment_rate,since_last_break,2024-10 to 2026-07,skewness,-0.08868800174484599,-0.7989895377554768,0.6622533209023073,,,,False
unemployment_rate,since_last_break,2024-10 to 2026-07,excess_kurtosis,-0.40157591738992027,-1.4218538040909852,1.0191903033283298,,,,False
unemployment_rate,since_last_break,2024-10 to 2026-07,jarque_bera_normality,0.32995316339772635,,,0.8479135605505116,,0.9453090371002325,False
unemployment_rate,since_last_break,2024-10 to 2026-07,early_warning_skipped,,,,,Only 22 observations in this window; need at least ~84 for a stable trend estimate.,,False
